game_id,season,day_index,home_team,away_team,y,mu,sigma,gameday,home_score,away_score,p_home,su_pick,su_win,su_correct,rl_pick,rl_correct
718618,2023,12,BAL,ATH,4.0,1.1130003312501935,4.386982782863762,2023-04-11,12.0,8.0,0.6109878591529034,BAL,BAL,True,BAL,True
718619,2023,12,PHI,MIA,-4.0,0.9553010291045935,4.386982782863762,2023-04-11,4.0,8.0,0.5955918806422534,PHI,MIA,False,PHI,False
718620,2023,12,ATL,CIN,1.0,1.6937628399716294,4.386982782863762,2023-04-11,7.0,6.0,0.6660336679513181,ATL,ATL,True,ATL,False
718621,2023,12,NYM,SD,-2.0,0.054633127265715314,4.386982782863762,2023-04-11,2.0,4.0,0.5055200603833789,NYM,SD,False,NYM,False
718622,2023,12,TOR,DET,6.0,1.336930247971971,4.386982782863762,2023-04-11,9.0,3.0,0.6325483815550087,TOR,TOR,True,TOR,True
718623,2023,12,PIT,HOU,3.0,-1.8268459626940121,4.386982782863762,2023-04-11,7.0,4.0,0.3217920039615173,HOU,PIT,False,HOU,False
718624,2023,12,SF,LAD,5.0,-1.0045117389151534,4.386982782863762,2023-04-11,5.0,0.0,0.3995866076803004,LAD,SF,False,LAD,False
718625,2023,12,TB,BOS,5.0,0.8800902755363823,4.386982782863762,2023-04-11,7.0,2.0,0.5881950723705107,TB,TB,True,TB,True
718626,2023,12,CLE,NYY,-9.0,-0.5925438763312944,4.386982782863762,2023-04-11,2.0,11.0,0.44035221437059074,NYY,NYY,True,NYY,True
718595,2023,13,TEX,KC,-9.0,0.9578269990974903,4.386982782863762,2023-04-12,1.0,10.0,0.5958397278628621,TEX,KC,False,TEX,False
718598,2023,13,AZ,MIL,4.0,-0.40453984532383824,4.386982782863762,2023-04-12,7.0,3.0,0.4591959197529065,MIL,AZ,False,MIL,False
718599,2023,13,BAL,ATH,-4.0,1.182685426456616,4.386982782863762,2023-04-12,4.0,8.0,0.6177375450655701,BAL,ATH,False,BAL,False
718600,2023,13,TB,BOS,2.0,0.8990772952469817,4.386982782863762,2023-04-12,9.0,7.0,0.5900654734412176,TB,TB,True,TB,True
718601,2023,13,ATL,CIN,1.0,1.3733263422794166,4.386982782863762,2023-04-12,5.0,4.0,0.636015551949422,ATL,ATL,True,ATL,False
718602,2023,13,LAA,WSH,1.0,0.7207612961084857,4.386982782863762,2023-04-12,3.0,2.0,0.5724246351639497,LAA,LAA,True,LAA,False
