game_id,game_pk,season,gameday,team,opponent,is_home,runs_scored,runs_allowed,run_diff,hits,doubles,triples,home_runs,bb,so,hbp,pa,ab,tb,lob,sb,obp,slg,p_ip,p_outs,p_h,p_bb,p_hbp,p_so,p_hr,p_er,p_r,p_bf,p_pitches,p_strikes,p_strike_pct,brpi_off,brpi_def,lob_rate_off,runs_late,runs_allowed_late
716578,716578,2023,2023-09-15,WSH,MIL,0,3,5,-2,6,4,0,1,2,7,0,34,32,13,8,0,.314,.394,8.0,24,7,5,0,10,3,5,5,34,163,100,0.61,0.8888888888888888,1.5,1.0,0,1
716579,716579,2023,2023-09-15,PIT,NYY,1,5,7,-2,9,0,0,0,4,8,1,41,35,9,17,0,.313,.389,9.0,27,11,8,0,12,0,7,7,45,184,108,0.59,1.5555555555555556,2.111111111111111,1.2142857142857142,0,4
716579,716579,2023,2023-09-15,NYY,PIT,0,7,5,2,11,1,0,0,8,12,0,45,37,12,24,1,.304,.398,9.0,27,9,4,1,8,0,3,5,41,162,103,0.64,2.111111111111111,1.5555555555555556,1.263157894736842,4,0
716582,716582,2023,2023-09-15,MIA,ATL,1,9,6,3,13,4,1,2,2,9,1,39,35,25,13,0,.312,.402,9.0,27,11,2,1,6,1,6,6,40,145,97,0.67,1.7777777777777777,1.5555555555555556,0.8125,5,0
716582,716582,2023,2023-09-15,ATL,MIA,0,6,9,-3,11,3,0,1,2,6,1,40,35,17,21,0,.343,.501,8.0,24,13,2,1,9,2,9,9,39,143,92,0.64,1.5555555555555556,2.0,1.5,0,5
716583,716583,2023,2023-09-15,BAL,TB,1,1,7,-6,2,0,0,1,1,13,0,30,29,5,8,0,.322,.427,9.0,27,13,1,0,6,2,7,7,40,149,101,0.68,0.3333333333333333,1.5555555555555556,2.6666666666666665,0,0
716583,716583,2023,2023-09-15,TB,BAL,0,7,1,6,13,4,0,2,1,6,0,40,38,23,11,0,.331,.446,9.0,27,2,1,0,13,1,1,1,30,122,86,0.7,1.5555555555555556,0.3333333333333333,0.7857142857142857,0,0
716552,716552,2023,2023-09-16,SEA,LAD,1,2,6,-4,7,2,0,0,3,15,0,43,40,9,25,0,.322,.416,11.0,33,10,3,1,10,0,4,6,46,183,119,0.65,0.9090909090909091,1.2727272727272727,2.5,2,6
716552,716552,2023,2023-09-16,LAD,SEA,0,6,2,4,10,3,0,0,3,10,1,46,41,13,21,1,.342,.457,11.0,33,7,3,0,15,0,0,2,43,166,109,0.66,1.2727272727272727,0.9090909090909091,1.5,6,2
716554,716554,2023,2023-09-16,LAA,DET,1,4,5,-1,6,0,0,3,3,18,0,39,36,15,16,0,.318,.429,10.0,30,6,8,0,14,1,4,5,44,195,112,0.57,0.9,1.4,1.7777777777777777,3,1
716554,716554,2023,2023-09-16,DET,LAA,0,5,4,1,6,1,0,1,8,14,0,44,36,10,23,3,.303,.378,10.0,30,6,3,0,18,3,4,4,39,158,103,0.65,1.4,0.9,1.6428571428571428,1,3
716555,716555,2023,2023-09-16,NYM,CIN,1,2,3,-1,8,2,0,0,4,8,1,39,34,10,16,1,.318,.408,9.0,27,9,4,0,8,1,2,3,39,159,89,0.56,1.4444444444444444,1.4444444444444444,1.2307692307692308,0,0
716555,716555,2023,2023-09-16,CIN,NYM,0,3,2,1,9,0,0,1,4,8,0,39,35,12,18,3,.325,.412,9.0,27,8,4,1,8,0,2,2,39,172,107,0.62,1.4444444444444444,1.4444444444444444,1.3846153846153846,0,0
716556,716556,2023,2023-09-16,CWS,MIN,1,7,6,1,11,2,0,2,0,11,0,33,33,19,11,0,.293,.388,9.0,27,9,7,1,13,0,5,6,43,182,106,0.58,1.2222222222222223,1.8888888888888888,1.0,2,5
716556,716556,2023,2023-09-16,MIN,CWS,0,6,7,-1,9,1,0,0,7,13,1,43,35,10,22,0,.323,.425,8.0,24,11,0,0,11,2,7,7,33,119,86,0.72,1.8888888888888888,1.375,1.2941176470588236,5,2
716557,716557,2023,2023-09-16,STL,PHI,1,1,6,-5,6,2,0,0,8,8,0,41,33,8,29,0,.328,.422,9.0,27,11,0,0,4,1,6,6,37,138,99,0.72,1.5555555555555556,1.2222222222222223,2.0714285714285716,0,1
716557,716557,2023,2023-09-16,PHI,STL,0,6,1,5,11,2,0,1,0,4,0,37,35,16,10,3,.329,.439,9.0,27,6,8,0,8,0,1,1,41,166,97,0.58,1.2222222222222223,1.5555555555555556,0.9090909090909091,1,0
716558,716558,2023,2023-09-16,AZ,CHC,1,7,6,1,12,1,1,0,4,7,0,53,47,15,28,1,.322,.412,13.0,39,12,7,1,9,0,3,6,57,208,136,0.65,1.2307692307692308,1.5384615384615385,1.75,4,3
716558,716558,2023,2023-09-16,CHC,AZ,0,6,7,-1,12,1,0,0,7,9,1,57,49,13,30,2,.329,.418,12.666666666666666,38,12,4,0,7,0,4,7,53,184,118,0.64,1.5384615384615385,1.2631578947368423,1.5,3,4
716559,716559,2023,2023-09-16,MIL,WSH,1,9,5,4,14,3,0,2,5,4,0,41,34,23,21,0,.318,.383,9.0,27,9,3,0,12,1,5,5,39,156,105,0.67,2.111111111111111,1.3333333333333333,1.105263157894737,4,1
716559,716559,2023,2023-09-16,WSH,MIL,0,5,9,-4,9,0,0,1,3,12,0,39,36,12,12,1,.314,.393,8.0,24,14,5,0,4,2,9,9,41,200,123,0.62,1.3333333333333333,2.375,1.0,1,4
716560,716560,2023,2023-09-16,KC,HOU,1,10,8,2,9,2,0,1,6,1,0,41,32,14,17,4,.302,.396,9.0,27,12,4,0,9,2,8,8,43,158,98,0.62,1.6666666666666667,1.7777777777777777,1.1333333333333333,4,5
716560,716560,2023,2023-09-16,HOU,KC,0,8,10,-2,12,1,1,2,4,9,0,43,39,21,16,0,.332,.435,8.0,24,9,6,0,1,1,7,10,41,165,100,0.61,1.7777777777777777,1.875,1.0,5,4
716561,716561,2023,2023-09-16,BAL,TB,1,8,0,8,12,0,0,1,3,9,0,37,34,15,12,1,.323,.427,9.0,27,5,1,0,8,0,0,0,33,112,83,0.74,1.6666666666666667,0.6666666666666666,0.8,0,0
716561,716561,2023,2023-09-16,TB,BAL,0,0,8,-8,5,1,0,0,1,8,0,33,32,6,12,0,.330,.444,8.0,24,12,3,0,9,1,8,8,37,137,93,0.68,0.6666666666666666,1.875,2.0,0,0
716562,716562,2023,2023-09-16,CLE,TEX,1,2,1,1,11,1,0,0,4,5,1,38,33,12,22,3,.313,.380,9.0,27,6,0,0,7,0,1,1,32,123,88,0.72,1.7777777777777777,0.6666666666666666,1.375,2,0
716562,716562,2023,2023-09-16,TEX,CLE,0,1,2,-1,6,2,0,0,0,7,0,32,32,8,7,0,.338,.455,8.0,24,11,4,1,5,0,2,2,38,146,87,0.6,0.6666666666666666,2.0,1.1666666666666667,0,2
716563,716563,2023,2023-09-16,PIT,NYY,1,3,6,-3,4,2,0,1,2,12,0,33,30,9,9,0,.312,.388,9.0,27,9,7,0,8,2,6,6,43,157,91,0.58,0.6666666666666666,1.7777777777777777,1.5,0,1
716563,716563,2023,2023-09-16,NYY,PIT,0,6,3,3,9,2,0,2,7,8,0,43,36,17,18,1,.304,.398,9.0,27,4,2,0,12,1,3,3,33,142,92,0.65,1.7777777777777777,0.6666666666666666,1.125,1,0
716564,716564,2023,2023-09-16,ATH,SD,1,2,5,-3,9,1,0,1,3,8,0,37,33,13,15,1,.300,.373,9.0,27,6,8,1,12,0,3,5,43,203,115,0.57,1.3333333333333333,1.6666666666666667,1.25,0,0
716564,716564,2023,2023-09-16,SD,ATH,0,5,2,3,6,2,0,0,8,12,1,43,33,8,17,0,.327,.412,9.0,27,9,3,0,8,1,2,2,37,144,92,0.64,1.6666666666666667,1.3333333333333333,1.1333333333333333,0,0
716565,716565,2023,2023-09-16,MIA,ATL,1,11,5,6,14,1,0,4,8,10,0,44,36,27,13,4,.313,.404,9.0,27,9,2,1,3,4,5,5,39,141,87,0.62,2.4444444444444446,1.3333333333333333,0.5909090909090909,6,0
716565,716565,2023,2023-09-16,ATL,MIA,0,5,11,-6,9,1,0,4,2,3,1,39,36,22,13,0,.343,.502,8.0,24,14,8,0,10,4,11,11,44,189,110,0.58,1.3333333333333333,2.75,1.0833333333333333,0,6
716566,716566,2023,2023-09-16,TOR,BOS,1,4,3,1,8,0,1,1,7,14,0,51,43,13,26,0,.330,.415,13.0,39,5,5,0,11,1,2,3,48,181,117,0.65,1.1538461538461537,0.7692307692307693,1.7333333333333334,4,1
716566,716566,2023,2023-09-16,BOS,TOR,0,3,4,-1,5,1,0,1,5,11,0,48,43,9,20,2,.327,.433,12.666666666666666,38,8,7,0,14,1,2,4,51,199,128,0.64,0.7692307692307693,1.1842105263157896,2.0,1,4
716581,716581,2023,2023-09-16,COL,SF,1,9,5,4,9,0,2,0,7,10,0,40,33,13,14,1,.310,.400,9.0,27,7,7,1,7,1,4,5,39,169,102,0.6,1.7777777777777777,1.6666666666666667,0.875,2,2
716581,716581,2023,2023-09-16,SF,COL,0,5,9,-4,7,1,0,1,7,7,1,39,31,11,19,0,.316,.390,8.0,24,9,7,0,10,0,9,9,40,177,118,0.67,1.6666666666666667,2.0,1.2666666666666666,2,2
716550,716550,2023,2023-09-16,COL,SF,1,5,2,3,10,4,1,0,2,8,0,36,33,16,17,1,.310,.400,9.0,27,10,2,0,5,0,2,2,37,128,83,0.65,1.3333333333333333,1.3333333333333333,1.4166666666666667,1,0
716550,716550,2023,2023-09-16,SF,COL,0,2,5,-3,10,1,0,0,2,5,0,37,34,11,13,0,.316,.389,8.0,24,10,2,0,8,0,2,5,36,133,89,0.67,1.3333333333333333,1.5,1.0833333333333333,0,1
716536,716536,2023,2023-09-17,AZ,CHC,1,6,2,4,9,3,0,1,5,11,1,41,33,15,24,1,.322,.413,9.0,27,7,3,0,6,0,2,2,35,137,80,0.58,1.6666666666666667,1.1111111111111112,1.6,1,0
716536,716536,2023,2023-09-17,CHC,AZ,0,2,6,-4,7,2,0,0,3,6,0,35,32,9,16,0,.328,.417,8.0,24,9,5,1,11,1,6,6,41,180,108,0.6,1.1111111111111112,1.875,1.6,0,1
716537,716537,2023,2023-09-17,SEA,LAD,1,1,6,-5,7,1,0,0,4,13,0,38,34,8,22,0,.322,.415,9.0,27,10,2,0,8,3,6,6,40,145,97,0.67,1.2222222222222223,1.3333333333333333,2.0,0,1
716537,716537,2023,2023-09-17,LAD,SEA,0,6,1,5,10,2,1,3,2,8,0,40,38,23,18,1,.341,.458,9.0,27,7,4,0,13,0,1,1,38,162,101,0.62,1.3333333333333333,1.2222222222222223,1.5,1,0
716538,716538,2023,2023-09-17,ATH,SD,1,1,10,-9,6,0,0,1,1,16,0,34,33,9,14,0,.299,.373,9.0,27,13,3,1,8,2,10,10,44,183,119,0.65,0.7777777777777778,1.8888888888888888,2.0,1,6
716538,716538,2023,2023-09-17,SD,ATH,0,10,1,9,13,1,0,2,3,8,1,44,39,20,18,1,.327,.413,9.0,27,6,1,0,16,1,1,1,34,139,89,0.64,1.8888888888888888,0.7777777777777778,1.0588235294117647,6,1
716540,716540,2023,2023-09-17,COL,SF,1,10,11,-1,15,2,0,2,1,7,1,46,43,23,23,0,.310,.401,9.0,27,14,1,1,8,1,11,11,42,166,101,0.61,1.8888888888888888,1.7777777777777777,1.3529411764705883,5,2
716540,716540,2023,2023-09-17,SF,COL,0,11,10,1,14,5,0,1,1,8,1,42,39,22,11,2,.316,.391,9.0,27,15,1,1,7,2,6,10,46,166,119,0.72,1.7777777777777777,1.8888888888888888,0.6875,2,5
716541,716541,2023,2023-09-17,STL,PHI,1,6,5,1,9,3,0,2,1,3,0,34,33,18,9,0,.328,.423,9.0,27,11,6,1,8,1,5,5,43,144,97,0.67,1.1111111111111112,2.0,0.9,1,2
716541,716541,2023,2023-09-17,PHI,STL,0,5,6,-1,11,2,0,1,6,8,1,43,35,16,19,2,.329,.439,8.0,24,9,1,0,3,2,6,6,34,120,80,0.67,2.0,1.25,1.0555555555555556,2,1
716542,716542,2023,2023-09-17,CWS,MIN,1,0,4,-4,6,2,0,0,1,8,0,34,33,8,16,0,.293,.387,9.0,27,7,3,0,7,2,4,4,36,140,92,0.66,0.7777777777777778,1.1111111111111112,2.2857142857142856,0,1
716542,716542,2023,2023-09-17,MIN,CWS,0,4,0,4,7,1,0,2,3,7,0,36,33,14,8,0,.323,.425,9.0,27,6,1,0,8,0,0,0,34,116,81,0.7,1.1111111111111112,0.7777777777777778,0.8,1,0
716543,716543,2023,2023-09-17,MIL,WSH,1,1,2,-1,6,0,0,0,5,6,0,41,33,6,23,5,.318,.381,11.0,33,4,4,0,9,1,1,2,40,182,121,0.66,1.0,0.7272727272727273,2.090909090909091,0,1
716543,716543,2023,2023-09-17,WSH,MIL,0,2,1,1,4,2,0,1,4,9,0,40,34,9,12,2,.313,.392,11.0,33,6,5,0,6,0,1,1,41,167,97,0.58,0.7272727272727273,1.0,1.5,1,0
716544,716544,2023,2023-09-17,LAA,DET,1,3,5,-2,6,2,0,1,3,11,0,36,33,11,10,0,.318,.428,9.0,27,7,5,0,9,2,5,5,38,149,88,0.59,1.0,1.3333333333333333,1.1111111111111112,0,0
716544,716544,2023,2023-09-17,DET,LAA,0,5,3,2,7,1,0,2,5,9,0,38,33,14,17,0,.303,.378,9.0,27,6,3,0,11,1,3,3,36,132,89,0.67,1.3333333333333333,1.0,1.4166666666666667,0,0
716545,716545,2023,2023-09-17,NYM,CIN,1,8,4,4,13,3,0,0,3,5,1,43,38,16,26,1,.319,.408,9.0,27,9,2,0,3,2,4,4,37,127,75,0.59,1.8888888888888888,1.2222222222222223,1.5294117647058822,4,2
716545,716545,2023,2023-09-17,CIN,NYM,0,4,8,-4,9,1,0,2,2,3,0,37,35,16,12,0,.325,.412,8.0,24,13,3,1,5,0,6,8,43,177,114,0.64,1.2222222222222223,2.125,1.0909090909090908,2,4
716546,716546,2023,2023-09-17,MIA,ATL,1,16,2,14,17,3,0,4,9,5,1,50,40,32,17,0,.315,.407,9.0,27,9,2,1,11,1,2,2,39,144,99,0.69,3.0,1.3333333333333333,0.6296296296296297,6,2
716546,716546,2023,2023-09-17,ATL,MIA,0,2,16,-14,9,5,0,1,2,11,1,39,36,17,20,0,.343,.501,8.0,24,17,9,1,5,4,16,16,50,182,102,0.56,1.3333333333333333,3.375,1.6666666666666667,2,6
716547,716547,2023,2023-09-17,KC,HOU,1,1,7,-6,7,2,0,0,1,5,0,33,31,9,9,0,.301,.396,9.0,27,8,4,2,8,2,6,7,41,152,94,0.62,0.8888888888888888,1.5555555555555556,1.125,0,3
716547,716547,2023,2023-09-17,HOU,KC,0,7,1,6,8,1,0,2,4,8,2,41,34,15,18,2,.332,.435,9.0,27,7,1,0,5,0,0,1,33,110,70,0.64,1.5555555555555556,0.8888888888888888,1.2857142857142858,3,0
716548,716548,2023,2023-09-17,TOR,BOS,1,3,2,1,7,1,1,1,0,9,1,33,31,13,7,0,.329,.415,9.0,27,9,4,1,9,1,2,2,41,162,101,0.62,0.8888888888888888,1.5555555555555556,0.875,1,2
716548,716548,2023,2023-09-17,BOS,TOR,0,2,3,-1,9,2,0,1,4,9,1,41,36,14,29,0,.327,.433,8.333333333333334,25,7,0,1,9,1,3,3,33,132,92,0.7,1.5555555555555556,0.96,2.0714285714285716,2,1
716549,716549,2023,2023-09-17,CLE,TEX,1,9,2,7,11,3,0,1,1,4,1,37,35,17,11,0,.313,.381,9.0,27,8,3,0,12,0,2,2,38,157,102,0.65,1.4444444444444444,1.2222222222222223,0.8461538461538461,0,1
716549,716549,2023,2023-09-17,TEX,CLE,0,2,9,-7,8,3,0,0,3,12,0,38,35,11,14,0,.338,.454,8.0,24,11,1,1,4,1,9,9,37,129,87,0.67,1.2222222222222223,1.625,1.2727272727272727,1,0
716551,716551,2023,2023-09-17,PIT,NYY,1,3,2,1,8,3,0,1,0,10,0,33,33,14,11,1,.312,.389,9.0,27,4,3,0,8,1,2,2,34,124,79,0.64,0.8888888888888888,0.7777777777777778,1.375,1,1
716551,716551,2023,2023-09-17,NYY,PIT,0,2,3,-1,4,2,0,1,3,8,0,34,31,9,9,0,.304,.397,8.0,24,8,0,0,10,1,3,3,33,128,94,0.73,0.7777777777777778,1.0,1.2857142857142858,1,1
716553,716553,2023,2023-09-17,BAL,TB,1,5,4,1,9,4,0,1,0,12,0,41,39,16,11,0,.322,.427,11.0,33,5,3,0,7,3,3,4,40,169,110,0.65,0.8181818181818182,0.7272727272727273,1.2222222222222223,4,3
716553,716553,2023,2023-09-17,TB,BAL,0,4,5,-1,5,1,0,3,3,7,0,40,37,15,11,1,.329,.444,10.666666666666666,32,9,0,0,12,1,3,5,41,143,102,0.71,0.7272727272727273,0.84375,1.375,3,4
716526,716526,2023,2023-09-18,SD,COL,1,11,9,2,15,2,1,3,4,6,0,42,38,28,13,2,.328,.415,9.0,27,13,3,1,13,1,8,9,45,190,122,0.64,2.111111111111111,1.8888888888888888,0.6842105263157895,0,4
716526,716526,2023,2023-09-18,COL,SD,0,9,11,-2,13,2,1,1,3,13,1,45,41,20,16,0,.311,.402,8.0,24,15,4,0,6,3,10,11,42,180,112,0.62,1.8888888888888888,2.375,0.9411764705882353,4,0
716527,716527,2023,2023-09-18,ATH,SEA,1,0,5,-5,5,0,0,0,6,8,0,36,30,5,14,3,.300,.371,9.0,27,9,5,1,6,1,5,5,41,137,84,0.61,1.2222222222222223,1.6666666666666667,1.2727272727272727,0,1
716527,716527,2023,2023-09-18,SEA,ATH,0,5,0,5,9,1,0,1,5,6,1,41,35,13,19,1,.322,.415,9.0,27,5,6,0,8,0,0,0,36,140,87,0.62,1.6666666666666667,1.2222222222222223,1.2666666666666666,1,0
716528,716528,2023,2023-09-18,LAD,DET,1,8,3,5,9,0,0,3,3,7,0,35,31,18,5,1,.341,.459,9.0,27,6,2,1,13,1,3,3,36,148,93,0.63,1.3333333333333333,1.0,0.4166666666666667,2,0
716528,716528,2023,2023-09-18,DET,LAD,0,3,8,-5,6,1,0,1,2,13,1,36,33,10,11,0,.303,.378,8.0,24,9,3,0,7,3,8,8,35,157,102,0.65,1.0,1.5,1.2222222222222223,0,2
716529,716529,2023,2023-09-18,KC,CLE,1,6,4,2,6,2,1,1,3,5,1,34,30,13,9,1,.301,.396,9.0,27,9,4,0,7,1,4,4,37,127,74,0.58,1.1111111111111112,1.4444444444444444,0.9,4,0
716529,716529,2023,2023-09-18,CLE,KC,0,4,6,-2,9,2,0,1,4,7,0,37,31,14,14,4,.313,.381,8.0,24,6,3,1,5,1,5,6,34,151,93,0.62,1.4444444444444444,1.25,1.0769230769230769,0,4
716530,716530,2023,2023-09-18,HOU,BAL,1,7,8,-1,10,4,1,2,5,3,0,42,37,22,17,1,.332,.436,9.0,27,16,2,0,12,1,8,8,44,165,115,0.7,1.6666666666666667,2.0,1.1333333333333333,2,5
716530,716530,2023,2023-09-18,BAL,HOU,0,8,7,1,16,3,1,1,2,12,0,44,41,24,16,0,.323,.428,9.0,27,10,5,0,3,2,7,7,42,161,106,0.66,2.0,1.6666666666666667,0.8888888888888888,5,2
716531,716531,2023,2023-09-18,STL,MIL,1,1,0,1,5,0,0,1,0,8,0,29,29,8,6,0,.327,.422,9.0,27,6,2,0,5,0,0,0,32,119,76,0.64,0.5555555555555556,0.8888888888888888,1.2,0,0
716531,716531,2023,2023-09-18,MIL,STL,0,0,1,-1,6,1,0,0,2,5,0,32,30,7,11,1,.318,.380,8.0,24,5,0,0,8,1,1,1,29,111,77,0.69,0.8888888888888888,0.625,1.375,0,0
716532,716532,2023,2023-09-18,ATL,PHI,1,1,7,-6,4,2,0,1,2,9,0,33,31,9,6,0,.342,.500,9.0,27,7,5,0,11,5,7,7,39,150,96,0.64,0.6666666666666666,1.3333333333333333,1.0,0,0
716532,716532,2023,2023-09-18,PHI,ATL,0,7,1,6,7,0,0,5,5,11,0,39,34,22,16,0,.329,.441,9.0,27,4,2,0,9,1,1,1,33,142,91,0.64,1.3333333333333333,0.6666666666666666,1.3333333333333333,0,0
716533,716533,2023,2023-09-18,TEX,BOS,1,2,4,-2,5,0,1,1,2,12,0,34,32,10,10,0,.337,.453,9.0,27,8,3,0,10,0,4,4,36,148,99,0.67,0.7777777777777778,1.2222222222222223,1.4285714285714286,0,3
716533,716533,2023,2023-09-18,BOS,TEX,0,4,2,2,8,2,0,0,3,10,0,36,32,10,13,1,.327,.432,9.0,27,5,2,0,12,1,2,2,34,129,87,0.67,1.2222222222222223,0.7777777777777778,1.1818181818181819,3,0
716534,716534,2023,2023-09-18,CIN,MIN,1,7,3,4,9,1,0,1,5,7,0,37,31,13,16,0,.325,.412,9.0,27,5,1,0,9,2,3,3,34,115,80,0.7,1.5555555555555556,0.6666666666666666,1.1428571428571428,3,2
716534,716534,2023,2023-09-18,MIN,CIN,0,3,7,-4,5,1,0,2,1,9,0,34,33,12,8,0,.322,.424,8.0,24,9,5,0,7,1,7,7,37,142,91,0.64,0.6666666666666666,1.75,1.3333333333333333,2,3
716535,716535,2023,2023-09-18,MIA,NYM,1,1,2,-1,5,0,0,0,1,9,0,32,31,5,11,0,.315,.406,9.0,27,8,2,0,10,1,2,2,37,134,94,0.7,0.6666666666666666,1.1111111111111112,1.8333333333333333,0,1
716535,716535,2023,2023-09-18,NYM,MIA,0,2,1,1,8,0,0,1,2,10,0,37,35,11,17,2,.319,.407,9.0,27,5,1,0,9,0,1,1,32,134,79,0.59,1.1111111111111112,0.6666666666666666,1.7,1,0
716539,716539,2023,2023-09-18,WSH,CWS,1,1,6,-5,6,1,0,1,0,7,0,33,33,10,12,2,.312,.392,9.0,27,15,4,0,8,1,6,6,43,156,99,0.63,0.6666666666666666,2.111111111111111,2.0,1,0
716539,716539,2023,2023-09-18,CWS,WSH,0,6,1,5,15,3,0,1,4,8,0,43,39,21,24,0,.294,.389,9.0,27,6,0,0,7,1,1,1,33,109,79,0.72,2.111111111111111,0.6666666666666666,1.263157894736842,0,1
716510,716510,2023,2023-09-19,LAD,DET,1,3,2,1,11,2,0,1,3,4,1,40,36,16,17,1,.342,.459,9.0,27,6,1,0,8,2,2,2,34,136,95,0.7,1.6666666666666667,0.7777777777777778,1.1333333333333333,2,0
716510,716510,2023,2023-09-19,DET,LAD,0,2,3,-1,6,1,0,2,1,8,0,34,33,13,11,0,.303,.378,8.666666666666666,26,11,3,1,4,1,3,3,40,141,82,0.58,0.7777777777777778,1.7307692307692308,1.5714285714285714,0,2
716511,716511,2023,2023-09-19,AZ,SF,1,8,4,4,13,4,1,0,2,4,2,39,34,19,13,2,.323,.413,9.0,27,6,5,0,10,1,4,4,35,138,86,0.62,1.8888888888888888,1.2222222222222223,0.7647058823529411,0,0
716511,716511,2023,2023-09-19,SF,AZ,0,4,8,-4,6,0,1,1,5,10,0,35,28,11,10,0,.316,.391,8.0,24,13,2,2,4,0,8,8,39,147,87,0.59,1.2222222222222223,2.125,0.9090909090909091,0,0
716512,716512,2023,2023-09-19,ATH,SEA,1,2,7,-5,6,2,1,0,4,9,0,35,30,10,11,0,.299,.371,9.0,27,11,4,0,8,1,7,7,42,178,110,0.62,1.1111111111111112,1.6666666666666667,1.1,2,5
716512,716512,2023,2023-09-19,SEA,ATH,0,7,2,5,11,3,0,1,4,8,0,42,38,17,18,2,.323,.415,9.0,27,6,4,0,9,0,2,2,35,131,89,0.68,1.6666666666666667,1.1111111111111112,1.2,5,2
716514,716514,2023,2023-09-19,HOU,BAL,1,5,9,-4,10,2,0,3,3,9,1,39,35,21,19,0,.332,.438,9.0,27,10,3,1,9,4,9,9,41,153,98,0.64,1.5555555555555556,1.5555555555555556,1.3571428571428572,0,2
716514,716514,2023,2023-09-19,BAL,HOU,0,9,5,4,10,1,0,4,3,9,1,41,37,23,9,3,.323,.430,9.0,27,10,3,1,9,3,3,5,39,165,104,0.63,1.5555555555555556,1.5555555555555556,0.6428571428571429,2,0
716515,716515,2023,2023-09-19,STL,MIL,1,3,7,-4,8,1,0,1,6,6,0,40,33,12,15,2,.327,.422,9.0,27,9,6,0,9,1,7,7,42,170,106,0.62,1.5555555555555556,1.6666666666666667,1.0714285714285714,0,2
716515,716515,2023,2023-09-19,MIL,STL,0,7,3,4,9,6,0,1,6,9,0,42,35,18,18,2,.318,.381,9.0,27,8,6,0,6,1,3,3,40,166,104,0.63,1.6666666666666667,1.5555555555555556,1.2,2,0
716516,716516,2023,2023-09-19,SD,COL,1,2,0,2,5,2,0,1,5,10,2,37,30,10,21,2,.328,.415,9.0,27,2,4,0,12,0,0,0,32,138,85,0.62,1.3333333333333333,0.6666666666666666,1.75,2,0
716516,716516,2023,2023-09-19,COL,SD,0,0,2,-2,2,0,0,0,4,12,0,32,28,2,13,3,.310,.400,8.666666666666666,26,5,5,2,10,1,2,2,37,148,89,0.6,0.6666666666666666,1.3846153846153848,2.1666666666666665,0,2
716517,716517,2023,2023-09-19,KC,CLE,1,7,6,1,13,2,0,1,3,6,0,38,34,18,15,1,.302,.397,9.0,27,10,7,0,8,1,5,6,44,189,107,0.57,1.7777777777777777,1.8888888888888888,0.9375,0,2
716517,716517,2023,2023-09-19,CLE,KC,0,6,7,-1,10,2,2,1,7,8,0,44,37,19,26,1,.314,.382,8.0,24,13,3,0,6,1,6,7,38,158,102,0.65,1.8888888888888888,2.0,1.5294117647058822,2,0
716518,716518,2023,2023-09-19,CHC,PIT,1,14,1,13,12,3,1,4,6,3,1,43,35,29,11,0,.329,.420,9.0,27,5,3,0,16,1,1,1,34,149,87,0.58,2.111111111111111,0.8888888888888888,0.5789473684210527,8,0
716518,716518,2023,2023-09-19,PIT,CHC,0,1,14,-13,5,0,0,1,3,16,0,34,31,8,11,0,.312,.388,8.0,24,12,6,1,3,4,14,14,43,163,100,0.61,0.8888888888888888,2.375,1.375,0,8
716519,716519,2023,2023-09-19,TEX,BOS,1,6,4,2,7,2,0,1,8,9,1,40,31,12,19,0,.338,.453,9.0,27,5,4,1,9,0,3,4,36,145,90,0.62,1.7777777777777777,1.1111111111111112,1.1875,2,1
716519,716519,2023,2023-09-19,BOS,TEX,0,4,6,-2,5,1,0,0,4,9,1,36,31,6,14,0,.327,.430,8.0,24,7,8,1,9,1,6,6,40,181,103,0.57,1.1111111111111112,2.0,1.4,1,2
716520,716520,2023,2023-09-19,NYY,TOR,1,1,7,-6,6,1,0,0,1,12,0,31,30,7,12,0,.303,.396,9.0,27,10,3,0,2,3,6,7,40,169,98,0.58,0.7777777777777778,1.4444444444444444,1.7142857142857142,0,3
716520,716520,2023,2023-09-19,TOR,NYY,0,7,1,6,10,2,0,3,3,2,0,40,37,21,17,0,.329,.417,9.0,27,6,1,0,12,0,1,1,31,135,86,0.64,1.4444444444444444,0.7777777777777778,1.3076923076923077,3,0
716521,716521,2023,2023-09-19,ATL,PHI,1,9,3,6,13,2,0,2,6,5,0,41,34,21,18,1,.343,.501,9.0,27,4,0,1,14,1,3,3,31,119,87,0.73,2.111111111111111,0.5555555555555556,0.9473684210526315,0,0
716521,716521,2023,2023-09-19,PHI,ATL,0,3,9,-6,4,1,0,1,0,14,1,31,30,8,4,1,.328,.440,8.0,24,13,6,0,5,2,9,9,41,157,97,0.62,0.5555555555555556,2.375,0.8,0,0
716522,716522,2023,2023-09-19,CIN,MIN,1,0,7,-7,4,1,0,0,2,14,0,32,30,5,11,2,.324,.411,9.0,27,11,8,0,10,2,7,7,45,192,111,0.58,0.6666666666666666,2.111111111111111,1.8333333333333333,0,3
716522,716522,2023,2023-09-19,MIN,CIN,0,7,0,7,11,0,0,2,8,10,0,45,37,17,23,1,.322,.425,9.0,27,4,2,0,14,0,0,0,32,143,90,0.63,2.111111111111111,0.6666666666666666,1.2105263157894737,3,0
