ticker,event_ticker,result,volume_fp,liquidity_dollars,close_time,previous_yes_ask_dollars
KXMLBGAME-26AUG091415COLSTL-STL,KXMLBGAME-26AUG091415COLSTL,yes,604424.51,0.0000,2026-08-09T21:14:33Z,1.0000
KXMLBGAME-26AUG091415COLSTL-COL,KXMLBGAME-26AUG091415COLSTL,no,609102.80,0.0000,2026-08-09T21:14:33Z,1.0000
KXMLBGAME-26AUG091335ATLNYY-NYY,KXMLBGAME-26AUG091335ATLNYY,no,2019419.57,0.0000,2026-08-09T20:14:38Z,1.0000
KXMLBGAME-26AUG091335ATLNYY-ATL,KXMLBGAME-26AUG091335ATLNYY,yes,2794542.06,0.0000,2026-08-09T20:14:38Z,1.0000
KXMLBGAME-26AUG091335ATHBOS-BOS,KXMLBGAME-26AUG091335ATHBOS,no,1798586.11,0.0000,2026-08-09T20:19:44Z,1.0000
KXMLBGAME-26AUG091335ATHBOS-ATH,KXMLBGAME-26AUG091335ATHBOS,yes,1526213.02,0.0000,2026-08-09T20:19:44Z,1.0000
KXMLBGAME-26AUG091340LAAMIA-MIA,KXMLBGAME-26AUG091340LAAMIA,yes,655172.53,0.0000,2026-08-09T20:39:35Z,1.0000
KXMLBGAME-26AUG091340LAAMIA-LAA,KXMLBGAME-26AUG091340LAAMIA,no,572540.49,0.0000,2026-08-09T20:39:35Z,1.0000
KXMLBGAME-26AUG091335TORPHI-TOR,KXMLBGAME-26AUG091335TORPHI,no,4343116.87,0.0000,2026-08-09T21:14:34Z,1.0000
KXMLBGAME-26AUG091335TORPHI-PHI,KXMLBGAME-26AUG091335TORPHI,yes,3353200.07,0.0000,2026-08-09T21:14:34Z,1.0000
KXMLBGAME-26AUG091335NYMPIT-PIT,KXMLBGAME-26AUG091335NYMPIT,no,791304.51,0.0000,2026-08-09T20:24:28Z,1.0000
KXMLBGAME-26AUG091335NYMPIT-NYM,KXMLBGAME-26AUG091335NYMPIT,yes,816085.93,0.0000,2026-08-09T20:24:28Z,1.0000
KXMLBGAME-26AUG091215CINWSH-WSH,KXMLBGAME-26AUG091215CINWSH,yes,1289464.13,0.0000,2026-08-09T18:59:53Z,1.0000
KXMLBGAME-26AUG091215CINWSH-CIN,KXMLBGAME-26AUG091215CINWSH,no,1681845.42,0.0000,2026-08-09T18:59:53Z,1.0000
KXMLBGAME-26AUG082150TBSEA-TB,KXMLBGAME-26AUG082150TBSEA,yes,5473600.98,0.0000,2026-08-09T04:49:30Z,1.0000
KXMLBGAME-26AUG082150TBSEA-SEA,KXMLBGAME-26AUG082150TBSEA,no,3174453.90,0.0000,2026-08-09T04:49:30Z,1.0000
KXMLBGAME-26AUG082010LADAZ-LAD,KXMLBGAME-26AUG082010LADAZ,yes,6666271.72,0.0000,2026-08-09T03:49:34Z,1.0000
KXMLBGAME-26AUG082010LADAZ-AZ,KXMLBGAME-26AUG082010LADAZ,no,5462750.35,0.0000,2026-08-09T03:49:34Z,1.0000
KXMLBGAME-26AUG081915CLECWS-CWS,KXMLBGAME-26AUG081915CLECWS,yes,1027877.67,0.0000,2026-08-09T02:34:28Z,1.0000
KXMLBGAME-26AUG081915CLECWS-CLE,KXMLBGAME-26AUG081915CLECWS,no,1586275.78,0.0000,2026-08-09T02:34:28Z,1.0000
KXMLBGAME-26AUG081915HOUSD-SD,KXMLBGAME-26AUG081915HOUSD,yes,988960.92,0.0000,2026-08-09T01:59:48Z,1.0000
KXMLBGAME-26AUG081915HOUSD-HOU,KXMLBGAME-26AUG081915HOUSD,no,1522048.70,0.0000,2026-08-09T01:59:48Z,1.0000
KXMLBGAME-26AUG081915DETSF-SF,KXMLBGAME-26AUG081915DETSF,no,521367.46,0.0000,2026-08-09T02:04:30Z,1.0000
KXMLBGAME-26AUG081915DETSF-DET,KXMLBGAME-26AUG081915DETSF,yes,980295.97,0.0000,2026-08-09T02:04:30Z,1.0000
KXMLBGAME-26AUG081910MINMIL-MIN,KXMLBGAME-26AUG081910MINMIL,no,1035376.51,0.0000,2026-08-09T01:59:49Z,1.0000
KXMLBGAME-26AUG081910MINMIL-MIL,KXMLBGAME-26AUG081910MINMIL,yes,1542156.85,0.0000,2026-08-09T01:59:49Z,1.0000
KXMLBGAME-26AUG081915COLSTL-STL,KXMLBGAME-26AUG081915COLSTL,no,1169800.24,0.0000,2026-08-09T02:34:27Z,1.0000
KXMLBGAME-26AUG081915COLSTL-COL,KXMLBGAME-26AUG081915COLSTL,yes,750665.49,0.0000,2026-08-09T02:34:27Z,1.0000
KXMLBGAME-26AUG081910CHCKC-KC,KXMLBGAME-26AUG081910CHCKC,yes,558922.56,0.0000,2026-08-09T01:44:32Z,1.0000
KXMLBGAME-26AUG081910CHCKC-CHC,KXMLBGAME-26AUG081910CHCKC,no,1749820.84,0.0000,2026-08-09T01:44:32Z,1.0000
KXMLBGAME-26AUG081915BALTEX-TEX,KXMLBGAME-26AUG081915BALTEX,yes,632505.40,0.0000,2026-08-09T01:59:46Z,1.0000
KXMLBGAME-26AUG081915BALTEX-BAL,KXMLBGAME-26AUG081915BALTEX,no,1078554.44,0.0000,2026-08-09T01:59:46Z,1.0000
KXMLBGAME-26AUG081840NYMPIT-PIT,KXMLBGAME-26AUG081840NYMPIT,yes,1026944.52,0.0000,2026-08-09T01:14:30Z,1.0000
KXMLBGAME-26AUG081840NYMPIT-NYM,KXMLBGAME-26AUG081840NYMPIT,no,1191889.68,0.0000,2026-08-09T01:14:30Z,1.0000
KXMLBGAME-26AUG081845CINWSH-WSH,KXMLBGAME-26AUG081845CINWSH,yes,757692.35,0.0000,2026-08-09T01:24:33Z,1.0000
KXMLBGAME-26AUG081845CINWSH-CIN,KXMLBGAME-26AUG081845CINWSH,no,1416860.43,0.0000,2026-08-09T01:24:33Z,1.0000
KXMLBGAME-26AUG081805TORPHI-TOR,KXMLBGAME-26AUG081805TORPHI,yes,3600969.56,0.0000,2026-08-09T02:09:37Z,1.0000
KXMLBGAME-26AUG081805TORPHI-PHI,KXMLBGAME-26AUG081805TORPHI,no,3454354.34,0.0000,2026-08-09T02:09:37Z,1.0000
KXMLBGAME-26AUG081610LAAMIA-MIA,KXMLBGAME-26AUG081610LAAMIA,yes,706298.16,0.0000,2026-08-08T22:54:42Z,1.0000
KXMLBGAME-26AUG081610LAAMIA-LAA,KXMLBGAME-26AUG081610LAAMIA,no,1609778.01,0.0000,2026-08-08T22:54:42Z,1.0000
KXMLBGAME-26AUG081610ATHBOS-BOS,KXMLBGAME-26AUG081610ATHBOS,no,4089470.07,0.0000,2026-08-08T23:04:31Z,1.0000
KXMLBGAME-26AUG081610ATHBOS-ATH,KXMLBGAME-26AUG081610ATHBOS,yes,3053703.98,0.0000,2026-08-08T23:04:31Z,1.0000
KXMLBGAME-26AUG081505ATLNYY-NYY,KXMLBGAME-26AUG081505ATLNYY,yes,3015496.19,0.0000,2026-08-08T22:04:46Z,1.0000
KXMLBGAME-26AUG081505ATLNYY-ATL,KXMLBGAME-26AUG081505ATLNYY,no,3951930.01,0.0000,2026-08-08T22:04:46Z,1.0000
KXMLBGAME-26AUG072215DETSF-SF,KXMLBGAME-26AUG072215DETSF,yes,1453995.17,0.0000,2026-08-08T04:44:28Z,1.0000
KXMLBGAME-26AUG072215DETSF-DET,KXMLBGAME-26AUG072215DETSF,no,1855770.94,0.0000,2026-08-08T04:44:28Z,1.0000
KXMLBGAME-26AUG072140LADAZ-LAD,KXMLBGAME-26AUG072140LADAZ,no,4654198.22,0.0000,2026-08-08T04:27:39Z,1.0000
KXMLBGAME-26AUG072140LADAZ-AZ,KXMLBGAME-26AUG072140LADAZ,yes,2615958.95,0.0000,2026-08-08T04:27:39Z,1.0000
KXMLBGAME-26AUG072140HOUSD-SD,KXMLBGAME-26AUG072140HOUSD,no,1873322.44,0.0000,2026-08-08T04:44:29Z,1.0000
KXMLBGAME-26AUG072140HOUSD-HOU,KXMLBGAME-26AUG072140HOUSD,yes,1431740.99,0.0000,2026-08-08T04:44:29Z,1.0000
KXMLBGAME-26AUG072145TBSEA-TB,KXMLBGAME-26AUG072145TBSEA,yes,1416592.32,0.0000,2026-08-08T04:24:28Z,1.0000
KXMLBGAME-26AUG072145TBSEA-SEA,KXMLBGAME-26AUG072145TBSEA,no,1026701.98,0.0000,2026-08-08T04:24:28Z,1.0000
KXMLBGAME-26AUG072015BALTEX-TEX,KXMLBGAME-26AUG072015BALTEX,yes,778346.99,0.0000,2026-08-08T02:49:34Z,1.0000
KXMLBGAME-26AUG072015BALTEX-BAL,KXMLBGAME-26AUG072015BALTEX,no,693387.37,0.0000,2026-08-08T02:49:34Z,1.0000
KXMLBGAME-26AUG072015COLSTL-STL,KXMLBGAME-26AUG072015COLSTL,yes,961760.51,0.0000,2026-08-08T02:54:38Z,1.0000
KXMLBGAME-26AUG072015COLSTL-COL,KXMLBGAME-26AUG072015COLSTL,no,671143.49,0.0000,2026-08-08T02:54:38Z,1.0000
KXMLBGAME-26AUG072010CHCKC-KC,KXMLBGAME-26AUG072010CHCKC,no,502825.38,0.0000,2026-08-08T02:49:33Z,1.0000
KXMLBGAME-26AUG072010CHCKC-CHC,KXMLBGAME-26AUG072010CHCKC,yes,979361.22,0.0000,2026-08-08T02:49:33Z,1.0000
KXMLBGAME-26AUG071940MINMIL-MIN,KXMLBGAME-26AUG071940MINMIL,yes,1010425.61,0.0000,2026-08-08T02:34:30Z,1.0000
KXMLBGAME-26AUG071940MINMIL-MIL,KXMLBGAME-26AUG071940MINMIL,no,2246373.47,0.0000,2026-08-08T02:34:30Z,1.0000
KXMLBGAME-26AUG071940CLECWS-CWS,KXMLBGAME-26AUG071940CLECWS,no,1314045.98,0.0000,2026-08-08T02:19:54Z,1.0000
KXMLBGAME-26AUG071940CLECWS-CLE,KXMLBGAME-26AUG071940CLECWS,yes,1101854.72,0.0000,2026-08-08T02:19:54Z,1.0000
KXMLBGAME-26AUG071910ATHBOS-BOS,KXMLBGAME-26AUG071910ATHBOS,yes,899984.31,0.0000,2026-08-08T01:54:32Z,1.0000
KXMLBGAME-26AUG071910ATHBOS-ATH,KXMLBGAME-26AUG071910ATHBOS,no,1395448.35,0.0000,2026-08-08T01:54:32Z,1.0000
KXMLBGAME-26AUG071905ATLNYY-NYY,KXMLBGAME-26AUG071905ATLNYY,yes,3595950.32,0.0000,2026-08-08T04:23:58Z,1.0000
KXMLBGAME-26AUG071905ATLNYY-ATL,KXMLBGAME-26AUG071905ATLNYY,no,3211876.38,0.0000,2026-08-08T04:23:58Z,1.0000
KXMLBGAME-26AUG071910LAAMIA-MIA,KXMLBGAME-26AUG071910LAAMIA,no,3646820.26,0.0000,2026-08-08T02:14:37Z,1.0000
KXMLBGAME-26AUG071910LAAMIA-LAA,KXMLBGAME-26AUG071910LAAMIA,yes,1562218.61,0.0000,2026-08-08T02:14:37Z,1.0000
KXMLBGAME-26AUG071845CINWSH-WSH,KXMLBGAME-26AUG071845CINWSH,yes,894937.40,0.0000,2026-08-08T02:29:49Z,1.0000
KXMLBGAME-26AUG071845CINWSH-CIN,KXMLBGAME-26AUG071845CINWSH,no,828834.01,0.0000,2026-08-08T02:29:49Z,1.0000
KXMLBGAME-26AUG071840TORPHI-TOR,KXMLBGAME-26AUG071840TORPHI,yes,2786923.67,0.0000,2026-08-08T04:09:44Z,1.0000
KXMLBGAME-26AUG071840TORPHI-PHI,KXMLBGAME-26AUG071840TORPHI,no,3344368.06,0.0000,2026-08-08T04:09:44Z,1.0000
KXMLBGAME-26AUG071840NYMPIT-PIT,KXMLBGAME-26AUG071840NYMPIT,no,1568250.76,0.0000,2026-08-08T02:19:54Z,1.0000
KXMLBGAME-26AUG071840NYMPIT-NYM,KXMLBGAME-26AUG071840NYMPIT,yes,2104961.80,0.0000,2026-08-08T02:19:54Z,1.0000
KXMLBGAME-26AUG062140SDAZ-SD,KXMLBGAME-26AUG062140SDAZ,yes,2049589.09,0.0000,2026-08-07T04:34:25Z,1.0000
KXMLBGAME-26AUG062140SDAZ-AZ,KXMLBGAME-26AUG062140SDAZ,no,2670736.17,0.0000,2026-08-07T04:34:25Z,1.0000
KXMLBGAME-26AUG061940MINKC-MIN,KXMLBGAME-26AUG061940MINKC,yes,1785497.24,0.0000,2026-08-07T02:39:38Z,1.0000
KXMLBGAME-26AUG061940MINKC-KC,KXMLBGAME-26AUG061940MINKC,no,1197391.40,0.0000,2026-08-07T02:39:38Z,1.0000
KXMLBGAME-26AUG061910CWSBOS-CWS,KXMLBGAME-26AUG061910CWSBOS,no,7913892.98,0.0000,2026-08-07T03:44:34Z,1.0000
KXMLBGAME-26AUG061910CWSBOS-BOS,KXMLBGAME-26AUG061910CWSBOS,yes,12556794.24,0.0000,2026-08-07T03:44:34Z,1.0000
KXMLBGAME-26AUG061915MIAATL-MIA,KXMLBGAME-26AUG061915MIAATL,no,1245231.39,0.0000,2026-08-07T03:14:31Z,1.0000
KXMLBGAME-26AUG061915MIAATL-ATL,KXMLBGAME-26AUG061915MIAATL,yes,2088514.91,0.0000,2026-08-07T03:14:31Z,1.0000
KXMLBGAME-26AUG061805WSHPHI-WSH,KXMLBGAME-26AUG061805WSHPHI,no,3582820.08,0.0000,2026-08-07T00:54:26Z,1.0000
KXMLBGAME-26AUG061805WSHPHI-PHI,KXMLBGAME-26AUG061805WSHPHI,yes,1266520.62,0.0000,2026-08-07T00:54:26Z,1.0000
KXMLBGAME-26AUG061610DETSEA-SEA,KXMLBGAME-26AUG061610DETSEA,no,1971640.12,0.0000,2026-08-06T23:00:04Z,1.0000
KXMLBGAME-26AUG061610DETSEA-DET,KXMLBGAME-26AUG061610DETSEA,yes,1358850.15,0.0000,2026-08-06T23:00:04Z,1.0000
KXMLBGAME-26AUG061420TORCHC-TOR,KXMLBGAME-26AUG061420TORCHC,no,4346308.38,0.0000,2026-08-06T21:49:41Z,1.0000
KXMLBGAME-26AUG061420TORCHC-CHC,KXMLBGAME-26AUG061420TORCHC,yes,5482173.05,0.0000,2026-08-06T21:49:41Z,1.0000
KXMLBGAME-26AUG061410PITMIL-PIT,KXMLBGAME-26AUG061410PITMIL,no,2204009.32,0.0000,2026-08-06T20:44:32Z,1.0000
KXMLBGAME-26AUG061410PITMIL-MIL,KXMLBGAME-26AUG061410PITMIL,yes,1646771.50,0.0000,2026-08-06T20:44:32Z,1.0000
KXMLBGAME-26AUG061310NYMCLE-NYM,KXMLBGAME-26AUG061310NYMCLE,yes,1082487.84,0.0000,2026-08-06T20:19:37Z,1.0000
KXMLBGAME-26AUG061310NYMCLE-CLE,KXMLBGAME-26AUG061310NYMCLE,no,1852563.70,0.0000,2026-08-06T20:19:37Z,1.0000
KXMLBGAME-26AUG061235LAABAL-LAA,KXMLBGAME-26AUG061235LAABAL,yes,2183622.44,0.0000,2026-08-06T19:34:31Z,1.0000
KXMLBGAME-26AUG061235LAABAL-BAL,KXMLBGAME-26AUG061235LAABAL,no,5805625.15,0.0000,2026-08-06T19:34:31Z,1.0000
KXMLBGAME-26AUG061240ATHCIN-CIN,KXMLBGAME-26AUG061240ATHCIN,yes,1407461.09,0.0000,2026-08-06T19:29:42Z,1.0000
KXMLBGAME-26AUG061240ATHCIN-ATH,KXMLBGAME-26AUG061240ATHCIN,no,1298292.70,0.0000,2026-08-06T19:29:42Z,1.0000
KXMLBGAME-26AUG052140DETSEA-SEA,KXMLBGAME-26AUG052140DETSEA,yes,4016563.55,0.0000,2026-08-06T04:09:34Z,1.0000
KXMLBGAME-26AUG052140DETSEA-DET,KXMLBGAME-26AUG052140DETSEA,no,3918413.61,0.0000,2026-08-06T04:09:34Z,1.0000
KXMLBGAME-26AUG052140SDAZ-SD,KXMLBGAME-26AUG052140SDAZ,no,3466634.44,0.0000,2026-08-06T04:39:33Z,1.0000
KXMLBGAME-26AUG052140SDAZ-AZ,KXMLBGAME-26AUG052140SDAZ,yes,1219748.25,0.0000,2026-08-06T04:39:33Z,1.0000
KXMLBGAME-26AUG051940MINKC-MIN,KXMLBGAME-26AUG051940MINKC,no,680696.54,0.0000,2026-08-06T01:59:44Z,1.0000
KXMLBGAME-26AUG051940MINKC-KC,KXMLBGAME-26AUG051940MINKC,yes,797124.19,0.0000,2026-08-06T01:59:44Z,1.0000
KXMLBGAME-26AUG051940PITMIL-PIT,KXMLBGAME-26AUG051940PITMIL,no,1121032.44,0.0000,2026-08-06T02:34:29Z,1.0000
KXMLBGAME-26AUG051940PITMIL-MIL,KXMLBGAME-26AUG051940PITMIL,yes,1451172.64,0.0000,2026-08-06T02:34:29Z,1.0000
KXMLBGAME-26AUG051910CWSBOS-CWS,KXMLBGAME-26AUG051910CWSBOS,no,1321396.99,0.0000,2026-08-06T01:54:28Z,1.0000
KXMLBGAME-26AUG051910CWSBOS-BOS,KXMLBGAME-26AUG051910CWSBOS,yes,3465721.38,0.0000,2026-08-06T01:54:28Z,1.0000
KXMLBGAME-26AUG051905STLNYY-STL,KXMLBGAME-26AUG051905STLNYY,yes,2563129.97,0.0000,2026-08-06T03:44:27Z,1.0000
KXMLBGAME-26AUG051905STLNYY-NYY,KXMLBGAME-26AUG051905STLNYY,no,3440928.36,0.0000,2026-08-06T03:44:27Z,1.0000
KXMLBGAME-26AUG051915MIAATL-MIA,KXMLBGAME-26AUG051915MIAATL,no,978340.19,0.0000,2026-08-06T01:44:29Z,1.0000
KXMLBGAME-26AUG051915MIAATL-ATL,KXMLBGAME-26AUG051915MIAATL,yes,2041838.87,0.0000,2026-08-06T01:44:29Z,1.0000
KXMLBGAME-26AUG051840NYMCLE-NYM,KXMLBGAME-26AUG051840NYMCLE,yes,3021049.71,0.0000,2026-08-06T02:04:28Z,1.0000
KXMLBGAME-26AUG051840NYMCLE-CLE,KXMLBGAME-26AUG051840NYMCLE,no,3248382.90,0.0000,2026-08-06T02:04:28Z,1.0000
KXMLBGAME-26AUG051840ATHCIN-CIN,KXMLBGAME-26AUG051840ATHCIN,yes,1052587.63,0.0000,2026-08-06T01:09:40Z,1.0000
KXMLBGAME-26AUG051840ATHCIN-ATH,KXMLBGAME-26AUG051840ATHCIN,no,855954.22,0.0000,2026-08-06T01:09:40Z,1.0000
KXMLBGAME-26AUG051835LAABAL-LAA,KXMLBGAME-26AUG051835LAABAL,no,1078006.83,0.0000,2026-08-06T01:09:40Z,1.0000
KXMLBGAME-26AUG051835LAABAL-BAL,KXMLBGAME-26AUG051835LAABAL,yes,1803401.72,0.0000,2026-08-06T01:09:40Z,1.0000
KXMLBGAME-26AUG051840WSHPHI-WSH,KXMLBGAME-26AUG051840WSHPHI,yes,4566401.70,0.0000,2026-08-06T02:59:41Z,1.0000
KXMLBGAME-26AUG051840WSHPHI-PHI,KXMLBGAME-26AUG051840WSHPHI,no,4887970.22,0.0000,2026-08-06T02:59:41Z,1.0000
KXMLBGAME-26AUG051510TBCOL-TB,KXMLBGAME-26AUG051510TBCOL,yes,2076437.83,0.0000,2026-08-05T21:54:32Z,1.0000
KXMLBGAME-26AUG051510TBCOL-COL,KXMLBGAME-26AUG051510TBCOL,no,1054185.33,0.0000,2026-08-05T21:54:32Z,1.0000
KXMLBGAME-26AUG051435SFTEX-TEX,KXMLBGAME-26AUG051435SFTEX,yes,775420.08,0.0000,2026-08-05T21:19:47Z,1.0000
KXMLBGAME-26AUG051435SFTEX-SF,KXMLBGAME-26AUG051435SFTEX,no,917651.94,0.0000,2026-08-05T21:19:47Z,1.0000
KXMLBGAME-26AUG051420LADCHC-LAD,KXMLBGAME-26AUG051420LADCHC,no,8303535.26,0.0000,2026-08-05T21:29:42Z,1.0000
KXMLBGAME-26AUG051420LADCHC-CHC,KXMLBGAME-26AUG051420LADCHC,yes,2821131.20,0.0000,2026-08-05T21:29:42Z,1.0000
KXMLBGAME-26AUG051410TORHOU-TOR,KXMLBGAME-26AUG051410TORHOU,yes,3436281.60,0.0000,2026-08-05T21:15:36Z,1.0000
KXMLBGAME-26AUG051410TORHOU-HOU,KXMLBGAME-26AUG051410TORHOU,no,3389738.76,0.0000,2026-08-05T21:15:36Z,1.0000
KXMLBGAME-26AUG042140DETSEA-SEA,KXMLBGAME-26AUG042140DETSEA,no,1911546.29,0.0000,2026-08-05T04:14:26Z,1.0000
KXMLBGAME-26AUG042140DETSEA-DET,KXMLBGAME-26AUG042140DETSEA,yes,1555767.72,0.0000,2026-08-05T04:14:26Z,1.0000
KXMLBGAME-26AUG042140SDAZ-SD,KXMLBGAME-26AUG042140SDAZ,yes,1632104.07,0.0000,2026-08-05T04:34:25Z,1.0000
KXMLBGAME-26AUG042140SDAZ-AZ,KXMLBGAME-26AUG042140SDAZ,no,3398740.93,0.0000,2026-08-05T04:34:25Z,1.0000
KXMLBGAME-26AUG042040TBCOL-TB,KXMLBGAME-26AUG042040TBCOL,yes,6417275.44,0.0000,2026-08-05T04:04:27Z,1.0000
KXMLBGAME-26AUG042040TBCOL-COL,KXMLBGAME-26AUG042040TBCOL,no,4721594.22,0.0000,2026-08-05T04:04:27Z,1.0000
KXMLBGAME-26AUG042005SFTEX-TEX,KXMLBGAME-26AUG042005SFTEX,yes,1697046.52,0.0000,2026-08-05T03:09:34Z,1.0000
KXMLBGAME-26AUG042005SFTEX-SF,KXMLBGAME-26AUG042005SFTEX,no,2825573.46,0.0000,2026-08-05T03:09:34Z,1.0000
KXMLBGAME-26AUG042010TORHOU-TOR,KXMLBGAME-26AUG042010TORHOU,no,837753.14,0.0000,2026-08-05T02:49:39Z,1.0000
KXMLBGAME-26AUG042010TORHOU-HOU,KXMLBGAME-26AUG042010TORHOU,yes,1439671.26,0.0000,2026-08-05T02:49:39Z,1.0000
KXMLBGAME-26AUG042005LADCHC-LAD,KXMLBGAME-26AUG042005LADCHC,no,4647564.78,0.0000,2026-08-05T02:44:38Z,1.0000
KXMLBGAME-26AUG042005LADCHC-CHC,KXMLBGAME-26AUG042005LADCHC,yes,3387288.26,0.0000,2026-08-05T02:44:38Z,1.0000
KXMLBGAME-26AUG041940PITMIL-PIT,KXMLBGAME-26AUG041940PITMIL,no,862421.45,0.0000,2026-08-05T02:14:38Z,1.0000
KXMLBGAME-26AUG041940PITMIL-MIL,KXMLBGAME-26AUG041940PITMIL,yes,1488820.36,0.0000,2026-08-05T02:14:38Z,1.0000
KXMLBGAME-26AUG041940MINKC-MIN,KXMLBGAME-26AUG041940MINKC,no,864290.21,0.0000,2026-08-05T02:34:29Z,1.0000
KXMLBGAME-26AUG041940MINKC-KC,KXMLBGAME-26AUG041940MINKC,yes,771920.71,0.0000,2026-08-05T02:34:29Z,1.0000
KXMLBGAME-26AUG041910CWSBOS-CWS,KXMLBGAME-26AUG041910CWSBOS,no,988267.00,0.0000,2026-08-05T01:59:55Z,1.0000
KXMLBGAME-26AUG041910CWSBOS-BOS,KXMLBGAME-26AUG041910CWSBOS,yes,1955531.42,0.0000,2026-08-05T01:59:55Z,1.0000
KXMLBGAME-26AUG041905STLNYY-STL,KXMLBGAME-26AUG041905STLNYY,no,1220327.88,0.0000,2026-08-05T01:34:28Z,1.0000
KXMLBGAME-26AUG041905STLNYY-NYY,KXMLBGAME-26AUG041905STLNYY,yes,1673282.16,0.0000,2026-08-05T01:34:28Z,1.0000
KXMLBGAME-26AUG041915MIAATL-MIA,KXMLBGAME-26AUG041915MIAATL,no,753444.34,0.0000,2026-08-05T01:39:42Z,1.0000
KXMLBGAME-26AUG041915MIAATL-ATL,KXMLBGAME-26AUG041915MIAATL,yes,1929611.69,0.0000,2026-08-05T01:39:42Z,1.0000
KXMLBGAME-26AUG041840WSHPHI-WSH,KXMLBGAME-26AUG041840WSHPHI,no,1477261.64,0.0000,2026-08-05T01:04:35Z,1.0000
KXMLBGAME-26AUG041840WSHPHI-PHI,KXMLBGAME-26AUG041840WSHPHI,yes,795786.25,0.0000,2026-08-05T01:04:35Z,1.0000
KXMLBGAME-26AUG041840ATHCIN-CIN,KXMLBGAME-26AUG041840ATHCIN,yes,2556941.57,0.0000,2026-08-05T01:24:34Z,1.0000
KXMLBGAME-26AUG041840ATHCIN-ATH,KXMLBGAME-26AUG041840ATHCIN,no,1894720.44,0.0000,2026-08-05T01:24:34Z,1.0000
KXMLBGAME-26AUG041840NYMCLE-NYM,KXMLBGAME-26AUG041840NYMCLE,yes,975046.05,0.0000,2026-08-05T01:19:39Z,1.0000
KXMLBGAME-26AUG041840NYMCLE-CLE,KXMLBGAME-26AUG041840NYMCLE,no,1796487.13,0.0000,2026-08-05T01:19:39Z,1.0000
KXMLBGAME-26AUG041835LAABAL-LAA,KXMLBGAME-26AUG041835LAABAL,no,1153699.62,0.0000,2026-08-05T00:59:47Z,1.0000
KXMLBGAME-26AUG041835LAABAL-BAL,KXMLBGAME-26AUG041835LAABAL,yes,2463235.50,0.0000,2026-08-05T00:59:47Z,1.0000
KXMLBGAME-26AUG032140SDAZ-SD,KXMLBGAME-26AUG032140SDAZ,no,4506483.45,0.0000,2026-08-04T04:19:47Z,1.0000
KXMLBGAME-26AUG032140SDAZ-AZ,KXMLBGAME-26AUG032140SDAZ,yes,3505073.46,0.0000,2026-08-04T04:19:47Z,1.0000
KXMLBGAME-26AUG032040TBCOL-TB,KXMLBGAME-26AUG032040TBCOL,yes,1843578.68,0.0000,2026-08-04T03:24:30Z,1.0000
KXMLBGAME-26AUG032040TBCOL-COL,KXMLBGAME-26AUG032040TBCOL,no,1380216.14,0.0000,2026-08-04T03:24:30Z,1.0000
KXMLBGAME-26AUG032005SFTEX-TEX,KXMLBGAME-26AUG032005SFTEX,no,2919692.70,0.0000,2026-08-04T03:09:35Z,1.0000
KXMLBGAME-26AUG032005SFTEX-SF,KXMLBGAME-26AUG032005SFTEX,yes,1414683.92,0.0000,2026-08-04T03:09:35Z,1.0000
KXMLBGAME-26AUG032005LADCHC-LAD,KXMLBGAME-26AUG032005LADCHC,no,5172753.88,0.0000,2026-08-04T02:49:33Z,1.0000
KXMLBGAME-26AUG032005LADCHC-CHC,KXMLBGAME-26AUG032005LADCHC,yes,1654714.82,0.0000,2026-08-04T02:49:33Z,1.0000
KXMLBGAME-26AUG032010TORHOU-TOR,KXMLBGAME-26AUG032010TORHOU,yes,1112031.40,0.0000,2026-08-04T02:44:31Z,1.0000
KXMLBGAME-26AUG032010TORHOU-HOU,KXMLBGAME-26AUG032010TORHOU,no,2627412.61,0.0000,2026-08-04T02:44:31Z,1.0000
KXMLBGAME-26AUG031940PITMIL-PIT,KXMLBGAME-26AUG031940PITMIL,yes,1599217.10,0.0000,2026-08-04T02:29:46Z,1.0000
KXMLBGAME-26AUG031940PITMIL-MIL,KXMLBGAME-26AUG031940PITMIL,no,3321154.58,0.0000,2026-08-04T02:29:46Z,1.0000
KXMLBGAME-26AUG031905STLNYY-STL,KXMLBGAME-26AUG031905STLNYY,yes,3153339.93,0.0000,2026-08-04T02:39:36Z,1.0000
KXMLBGAME-26AUG031905STLNYY-NYY,KXMLBGAME-26AUG031905STLNYY,no,4545530.34,0.0000,2026-08-04T02:39:36Z,1.0000
KXMLBGAME-26AUG031840WSHPHI-WSH,KXMLBGAME-26AUG031840WSHPHI,no,2338220.34,0.0000,2026-08-04T01:24:37Z,1.0000
KXMLBGAME-26AUG031840WSHPHI-PHI,KXMLBGAME-26AUG031840WSHPHI,yes,3080642.68,0.0000,2026-08-04T01:24:37Z,1.0000
KXMLBGAME-26AUG021920BOSLAD-LAD,KXMLBGAME-26AUG021920BOSLAD,no,9298231.63,0.0000,2026-08-03T02:34:34Z,1.0000
KXMLBGAME-26AUG021920BOSLAD-BOS,KXMLBGAME-26AUG021920BOSLAD,yes,8116584.81,0.0000,2026-08-03T02:34:34Z,1.0000
KXMLBGAME-26AUG021605DETATH-DET,KXMLBGAME-26AUG021605DETATH,yes,1696327.25,0.0000,2026-08-02T23:24:25Z,1.0000
