venue_id,season,asof_date,n_games,pf_raw,pf_shrunk,log_pf
12.0,2020,2020-01-01,243,0.8891975354245778,0.9314885524380977,-0.07097137840076725
2681.0,2020,2020-01-01,242,1.0108235778545758,1.0066819026551208,0.0066596776920026446
7.0,2020,2020-01-01,242,1.0117137791560769,1.0072314657034964,0.007205444029970429
2392.0,2020,2020-01-01,240,0.9716732664489725,0.9825681639685985,-0.017585559560181284
32.0,2020,2020-01-01,246,0.9795000718960631,0.9872651961778574,-0.012816586502483355
2394.0,2020,2020-01-01,242,1.046876730565373,1.0289392061143374,0.028528374556867457
3309.0,2020,2020-01-01,243,1.0527637819707738,1.0326249338903257,0.03210403987954077
2602.0,2020,2020-01-01,241,1.0369182960888288,1.022755266898741,0.022500227556219027
22.0,2020,2020-01-01,244,0.9005626609120829,0.9384195158947926,-0.0635581848697901
15.0,2020,2020-01-01,243,1.001344582514517,1.0008313830814952,0.0008310376740118209
10.0,2020,2020-01-01,242,0.9801116329527856,0.9877219774861583,-0.012354020139990748
3313.0,2020,2020-01-01,243,1.0314868718509433,1.0194689818314993,0.01928188568624982
2680.0,2020,2020-01-01,240,0.9012101242630653,0.9392062303157326,-0.06272019628919534
19.0,2020,2020-01-01,243,1.2393800144801193,1.1480135967396157,0.13803314167707628
5.0,2020,2020-01-01,243,0.9579042243531968,0.9739713142947247,-0.02637342721609197
13.0,2020,2020-01-01,243,1.211454069947842,1.130746409662406,0.12287795418829041
1.0,2020,2020-01-01,241,0.9819437484944642,0.9888706991999128,-0.011191694834802101
4.0,2020,2020-01-01,242,0.9996960615858113,0.9998123645504242,-0.00018765305530909446
16.0,2020,2020-01-01,0,,1.0,0.0
2.0,2020,2020-01-01,243,1.0829060713072003,1.05126253264033,0.0499918538894447
2395.0,2020,2020-01-01,243,0.8639312046572792,0.9158658593682414,-0.08788536676937274
31.0,2020,2020-01-01,240,0.9622482601693287,0.9767681601042023,-0.023505952842826396
3312.0,2020,2020-01-01,241,1.082506945313424,1.0508546645026475,0.04960379927160029
2889.0,2020,2020-01-01,243,0.9171234799568552,0.9487557395153075,-0.05260390073559459
3289.0,2020,2020-01-01,246,0.9002468251311156,0.9380321186420566,-0.06397108893948174
14.0,2020,2020-01-01,243,1.0022311204361767,1.0013795477506129,0.0013785970488732955
3.0,2020,2020-01-01,241,1.057924830535456,1.0357030285397568,0.035080450756105275
5010.0,2020,2020-01-01,0,,1.0,0.0
4705.0,2020,2020-01-01,243,1.0261676443209857,1.0161799938167928,0.016050492733936956
2735.0,2020,2020-01-01,3,0.9694292173347715,0.999400572888917,-0.0005996068393399613
2535.0,2020,2020-01-01,2,0.5385717874082064,0.9939285761501079,-0.006089929887026493
2701.0,2020,2020-01-01,7,1.0617558094618926,1.0027534437339698,0.002749659951801234
2397.0,2020,2020-01-01,2,1.346429468520516,1.004558282480533,0.004547924973980301
5365.0,2020,2020-01-01,1,1.0771435748164129,1.0005108846014332,0.0005107541443256955
5381.0,2020,2020-01-01,2,2.692858937041032,1.0222744596979083,0.0220300072915073
5325.0,2020,2020-01-01,0,,1.0,0.0
2756.0,2020,2020-01-01,0,,1.0,0.0
2536.0,2020,2020-01-01,0,,1.0,0.0
5340.0,2020,2020-01-01,0,,1.0,0.0
5150.0,2020,2020-01-01,0,,1.0,0.0
3949.0,2020,2020-01-01,0,,1.0,0.0
2523.0,2020,2020-01-01,0,,1.0,0.0
2529.0,2020,2020-01-01,0,,1.0,0.0
6130.0,2020,2020-01-01,0,,1.0,0.0
5355.0,2020,2020-01-01,0,,1.0,0.0
5445.0,2020,2020-01-01,0,,1.0,0.0
17.0,2021,2021-01-01,196,0.9389206254160127,0.9654001230680302,-0.035212628276956044
680.0,2021,2021-01-01,186,0.9517474099162316,0.9732887447750568,-0.027074483599849753
4169.0,2021,2021-01-01,188,0.8992121755270378,0.9439404999972872,-0.057692144486979735
12.0,2021,2021-01-01,191,0.8828319845019673,0.9343721672723629,-0.0678804540894334
2681.0,2021,2021-01-01,193,1.0260895919988466,1.0146801494337534,0.014573439121253012
7.0,2021,2021-01-01,191,1.0272441174300846,1.0152599015517483,0.01514464035793627
2392.0,2021,2021-01-01,190,0.9611987248111296,0.9783169344532784,-0.021921597586512583
32.0,2021,2021-01-01,191,0.9668843587452856,0.9814513563646614,-0.01872282699845877
2394.0,2021,2021-01-01,188,0.9891907042445297,0.9939877289880815,-0.00603041748417713
3309.0,2021,2021-01-01,194,1.052457503476712,1.029583592076983,0.029154440961630536
2602.0,2021,2021-01-01,189,1.006760063439392,1.0037688849263868,0.0037618004743362817
22.0,2021,2021-01-01,193,0.919461130588738,0.9546822105061996,-0.046376757747442064
15.0,2021,2021-01-01,192,0.9842953755855366,0.991183368749775,-0.008855727712557132
10.0,2021,2021-01-01,193,0.9060627898879913,0.9471432024734178,-0.05430498025520677
3313.0,2021,2021-01-01,193,1.0445123104623733,1.025046285478828,0.024737768135554804
2680.0,2021,2021-01-01,191,0.9279607760420039,0.9596495842346707,-0.04118707757718303
19.0,2021,2021-01-01,192,1.2676871456372447,1.1502805028138918,0.14000582812295254
5.0,2021,2021-01-01,192,0.9652155336414614,0.9804718785355573,-0.019721314495886634
13.0,2021,2021-01-01,162,1.2284259022468762,1.118605756935878,0.11208304994661991
1.0,2021,2021-01-01,191,1.048680293411602,1.0272666746088446,0.026901560928875475
4.0,2021,2021-01-01,191,0.9962180732463094,0.9978816773901616,-0.0021205694287302866
16.0,2021,2021-01-01,0,,1.0,0.0
2.0,2021,2021-01-01,196,1.0708532659896914,1.0401365321791316,0.03935198547816531
2395.0,2021,2021-01-01,195,0.9045053759261952,0.9460247776974148,-0.055486518204116216
31.0,2021,2021-01-01,192,0.9848565474074212,0.9914984125796049,-0.008537932052710832
3312.0,2021,2021-01-01,191,1.0283723372185856,1.0158918369758059,0.015766883819574903
2889.0,2021,2021-01-01,189,0.9109867391710921,0.950373137767954,-0.050900594906239785
3289.0,2021,2021-01-01,191,0.8958065120697277,0.9416394246490264,-0.06013285406442885
14.0,2021,2021-01-01,162,1.0262377732360206,1.0136234591802413,0.013531494173145638
3.0,2021,2021-01-01,191,1.125963348923915,1.070554251156797,0.0681765060977305
5010.0,2021,2021-01-01,0,,1.0,0.0
4705.0,2021,2021-01-01,192,1.053319509677339,1.029933759818857,0.029494489318033962
2735.0,2021,2021-01-01,2,0.9697049082165379,0.9996013803712703,-0.00039869909865342205
2535.0,2021,2021-01-01,2,0.5387249490091877,0.9939305914343315,-0.006087902294472178
2701.0,2021,2021-01-01,7,1.0620577566181129,1.0027669063460305,0.0027630855069798333
2397.0,2021,2021-01-01,2,1.3468123725229693,1.0045633206910918,0.004552940310583927
5365.0,2021,2021-01-01,1,1.0774498980183753,1.00051291323191,0.0005127817368799778
5381.0,2021,2021-01-01,2,2.6936247450459385,1.0222845361190256,0.022039864107708716
5325.0,2021,2021-01-01,30,0.9625219088964154,0.9937536514827359,-0.006265938572310071
2756.0,2021,2021-01-01,26,1.222491230443926,1.0328680226792164,0.032339420774198234
2536.0,2021,2021-01-01,0,,1.0,0.0
5340.0,2021,2021-01-01,0,,1.0,0.0
5150.0,2021,2021-01-01,0,,1.0,0.0
3949.0,2021,2021-01-01,0,,1.0,0.0
2523.0,2021,2021-01-01,0,,1.0,0.0
2529.0,2021,2021-01-01,0,,1.0,0.0
6130.0,2021,2021-01-01,0,,1.0,0.0
5355.0,2021,2021-01-01,0,,1.0,0.0
5445.0,2021,2021-01-01,0,,1.0,0.0
17.0,2022,2022-01-01,195,0.9712990687554519,0.9837777345139511,-0.01635528700350621
680.0,2022,2022-01-01,186,0.9636738907325818,0.9798909037983935,-0.020314036169046586
